reac,reaction,ec_number
AIRStex_num2,airs_e --> airs_p,NA
AIRStex_num3,airs_e --> airs_p,NA
THIORDXi_num2,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,1.11.1.15
THIORDXi_num3,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,1.11.1.15
HACD1i_num2,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,1.1.1.35
4HTHRtex_num2,4hthr_e --> 4hthr_p,NA
4HTHRtex_num3,4hthr_e --> 4hthr_p,NA
2PGtex_num2,2pg_e --> 2pg_p,NA
2PGtex_num3,2pg_e --> 2pg_p,NA
FOAMtex_num2,frmd_e --> frmd_p,NA
FOAMtex_num3,frmd_e --> frmd_p,NA
THMDt2pp,h_p + thymd_p --> h_c + thymd_c,NA
THMDtex_num2,thymd_e --> thymd_p,NA
THMDtex_num3,thymd_e --> thymd_p,NA
THMDtex_num4,thymd_e --> thymd_p,NA
THMtex_num2,thm_e --> thm_p,NA
THMtex_num3,thm_e --> thm_p,NA
THMtex_num4,thm_e --> thm_p,NA
AEPtex_num2,2ameph_e --> 2ameph_p,NA
AEPtex_num3,2ameph_e --> 2ameph_p,NA
HACD8i_num2,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,1.1.1.35
THRA2_num2,athr__L_c --> acald_c + gly_c,NA
HACD6i_num2,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,1.1.1.211
THRA_num2,thr__L_c --> acald_c + gly_c,4.1.2.48
3PHACOAOR_num2,h2_c + o2_c + phaccoa_c --> 3dhphaccoa_c,NA
DGUNC_num2,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,NA
PFOR_num2,coa_c + fldox_c + h_c + pyr_c --> accoa_c + co2_c + fldrd_c,1.2.7.-
PACt1_num2,pac_e --> pac_p,NA
PACt1_num3,pac_e --> pac_p,NA
PACt1_num4,pac_e --> pac_p,NA
RAFFtex_num2,raffin_e --> raffin_p,NA
RAFFtex_num3,raffin_e --> raffin_p,NA
RAFFtex_num4,raffin_e --> raffin_p,NA
CLBtex_num2,cellb_e --> cellb_p,NA
CLBtex_num3,cellb_e --> cellb_p,NA
CLBtex_num4,cellb_e --> cellb_p,NA
PENGt1_num2,peng_e --> peng_p,NA
PENGt1_num3,peng_e --> peng_p,NA
PENGt1_num4,peng_e --> peng_p,NA
3hoxpactex_num2,3hoxpac_e --> 3hoxpac_p,NA
3hoxpactex_num3,3hoxpac_e --> 3hoxpac_p,NA
3hoxpactex_num4,3hoxpac_e --> 3hoxpac_p,NA
6APAt1_num2,6apa_e --> 6apa_p,NA
6APAt1_num3,6apa_e --> 6apa_p,NA
6APAt1_num4,6apa_e --> 6apa_p,NA
HPAtex_num2,4hphac_e --> 4hphac_p,NA
HPAtex_num3,4hphac_e --> 4hphac_p,NA
HPAtex_num4,4hphac_e --> 4hphac_p,NA
GALAMtex_num2,galam_e --> galam_p,NA
GALAMtex_num3,galam_e --> galam_p,NA
GALAMtex_num4,galam_e --> galam_p,NA
DARBtex_num2,arab__D_e --> arab__D_p,NA
DARBtex_num3,arab__D_e --> arab__D_p,NA
DARBtex_num4,arab__D_e --> arab__D_p,NA
ENLIPIDAt1ex_num2,LptA_p + enlipidA_p --> enlipidA_LptA_p,NA
SALCNtex_num2,salcn_e --> salcn_p,NA
SALCNtex_num3,salcn_e --> salcn_p,NA
SALCNtex_num4,salcn_e --> salcn_p,NA
12PPDRtex_reverse_num2,12ppd__R_p --> 12ppd__R_e,NA
12PPDRtex_reverse_num3,12ppd__R_p --> 12ppd__R_e,NA
12PPDRtex_reverse_num4,12ppd__R_p --> 12ppd__R_e,NA
12PPDStex_reverse_num2,12ppd__S_p --> 12ppd__S_e,NA
12PPDStex_reverse_num3,12ppd__S_p --> 12ppd__S_e,NA
12PPDStex_reverse_num4,12ppd__S_p --> 12ppd__S_e,NA
23CAMPtex_reverse_num2,23camp_p --> 23camp_e,NA
23CAMPtex_reverse_num3,23camp_p --> 23camp_e,NA
23CAMPtex_reverse_num4,23camp_p --> 23camp_e,NA
23CCMPtex_reverse_num2,23ccmp_p --> 23ccmp_e,NA
23CCMPtex_reverse_num3,23ccmp_p --> 23ccmp_e,NA
23CCMPtex_reverse_num4,23ccmp_p --> 23ccmp_e,NA
23CGMPtex_reverse_num2,23cgmp_p --> 23cgmp_e,NA
23CGMPtex_reverse_num3,23cgmp_p --> 23cgmp_e,NA
23CGMPtex_reverse_num4,23cgmp_p --> 23cgmp_e,NA
23CUMPtex_reverse_num2,23cump_p --> 23cump_e,NA
23CUMPtex_reverse_num3,23cump_p --> 23cump_e,NA
23CUMPtex_reverse_num4,23cump_p --> 23cump_e,NA
23DAPPAtex_reverse_num2,23dappa_p --> 23dappa_e,NA
23DAPPAtex_reverse_num3,23dappa_p --> 23dappa_e,NA
23DAPPAtex_reverse_num4,23dappa_p --> 23dappa_e,NA
26DAHtex_reverse_num2,26dap__M_p --> 26dap__M_e,NA
26DAHtex_reverse_num3,26dap__M_p --> 26dap__M_e,NA
26DAHtex_reverse_num4,26dap__M_p --> 26dap__M_e,NA
34dhpactex_reverse_num2,34dhpac_p --> 34dhpac_e,NA
34dhpactex_reverse_num3,34dhpac_p --> 34dhpac_e,NA
34dhpactex_reverse_num4,34dhpac_p --> 34dhpac_e,NA
3AMPtex_reverse_num2,3amp_p --> 3amp_e,NA
3AMPtex_reverse_num3,3amp_p --> 3amp_e,NA
3AMPtex_reverse_num4,3amp_p --> 3amp_e,NA
3PEPTtex_reverse_num2,LalaDgluMdap_p --> LalaDgluMdap_e,NA
3PEPTtex_reverse_num3,LalaDgluMdap_p --> LalaDgluMdap_e,NA
3PEPTtex_reverse_num4,LalaDgluMdap_p --> LalaDgluMdap_e,NA
3CMPtex_reverse_num2,3cmp_p --> 3cmp_e,NA
3CMPtex_reverse_num3,3cmp_p --> 3cmp_e,NA
3CMPtex_reverse_num4,3cmp_p --> 3cmp_e,NA
3GMPtex_reverse_num2,3gmp_p --> 3gmp_e,NA
3GMPtex_reverse_num3,3gmp_p --> 3gmp_e,NA
3GMPtex_reverse_num4,3gmp_p --> 3gmp_e,NA
3UMPtex_reverse_num2,3ump_p --> 3ump_e,NA
3UMPtex_reverse_num3,3ump_p --> 3ump_e,NA
3UMPtex_reverse_num4,3ump_p --> 3ump_e,NA
4HOXPACDtex_reverse_num2,4hoxpacd_p --> 4hoxpacd_e,NA
4HOXPACDtex_reverse_num3,4hoxpacd_p --> 4hoxpacd_e,NA
4HOXPACDtex_reverse_num4,4hoxpacd_p --> 4hoxpacd_e,NA
4PEPTtex_reverse_num2,LalaDgluMdapDala_p --> LalaDgluMdapDala_e,NA
4PEPTtex_reverse_num3,LalaDgluMdapDala_p --> LalaDgluMdapDala_e,NA
4PEPTtex_reverse_num4,LalaDgluMdapDala_p --> LalaDgluMdapDala_e,NA
5DGLCNtex_reverse_num2,5dglcn_p --> 5dglcn_e,NA
5DGLCNtex_reverse_num3,5dglcn_p --> 5dglcn_e,NA
5DGLCNtex_reverse_num4,5dglcn_p --> 5dglcn_e,NA
5MTRtex_reverse_num2,5mtr_p --> 5mtr_e,NA
5MTRtex_reverse_num3,5mtr_p --> 5mtr_e,NA
5MTRtex_reverse_num4,5mtr_p --> 5mtr_e,NA
3HPPtex_reverse_num2,3hpp_p --> 3hpp_e,NA
3HPPtex_reverse_num3,3hpp_p --> 3hpp_e,NA
3HPPtex_reverse_num4,3hpp_p --> 3hpp_e,NA
A5PISO_reverse_num2,ara5p_c --> ru5p__D_c,NA
ACMANAtex_reverse_num2,acmana_p --> acmana_e,NA
ACMANAtex_reverse_num3,acmana_p --> acmana_e,NA
ACMANAtex_reverse_num4,acmana_p --> acmana_e,NA
ABUTtex_reverse_num2,4abut_p --> 4abut_e,NA
ABUTtex_reverse_num3,4abut_p --> 4abut_e,NA
ABUTtex_reverse_num4,4abut_p --> 4abut_e,NA
ACACT1r_reverse_num2,aacoa_c + coa_c --> 2.0 accoa_c,NA
ACACT1r_reverse_num3,aacoa_c + coa_c --> 2.0 accoa_c,NA
ACNAMtex_reverse_num2,acnam_p --> acnam_e,NA
ACNAMtex_reverse_num3,acnam_p --> acnam_e,NA
ACACT2r_reverse_num2,3ohcoa_c + coa_c --> accoa_c + btcoa_c,NA
ACACT3r_reverse_num2,3oocoa_c + coa_c --> accoa_c + hxcoa_c,NA
ACACT4r_reverse_num2,3odcoa_c + coa_c --> accoa_c + occoa_c,NA
ACACT5r_reverse_num2,3oddcoa_c + coa_c --> accoa_c + dcacoa_c,NA
ACACT6r_reverse_num2,3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,NA
ACACT7r_reverse_num2,3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,NA
ACACT8r_reverse_num2,accoa_c + pmtcoa_c --> 3ohodcoa_c + coa_c,NA
ACACtex_reverse_num2,acac_p --> acac_e,NA
ACACtex_reverse_num3,acac_p --> acac_e,NA
ACACtex_reverse_num4,acac_p --> acac_e,NA
ACALD_reverse_num2,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c,NA
ACALDtex_reverse_num2,acald_p --> acald_e,NA
ACALDtex_reverse_num3,acald_p --> acald_e,NA
ACALDtex_reverse_num4,acald_p --> acald_e,NA
ACONTa_reverse_num2,acon_C_c + h2o_c --> cit_c,NA
ACONTb_reverse_num2,icit_c --> acon_C_c + h2o_c,NA
ACOTA_reverse_num2,acg5sa_c + glu__L_c --> acorn_c + akg_c,NA
ACGAL1Ptex_reverse_num2,acgal1p_p --> acgal1p_e,NA
ACGAL1Ptex_reverse_num3,acgal1p_p --> acgal1p_e,NA
ACGAL1Ptex_reverse_num4,acgal1p_p --> acgal1p_e,NA
ACGALtex_reverse_num2,acgal_p --> acgal_e,NA
ACGALtex_reverse_num3,acgal_p --> acgal_e,NA
ACGALtex_reverse_num4,acgal_p --> acgal_e,NA
ACGAM1Ptex_reverse_num2,acgam1p_p --> acgam1p_e,NA
ACGAM1Ptex_reverse_num3,acgam1p_p --> acgam1p_e,NA
ACGAM1Ptex_reverse_num4,acgam1p_p --> acgam1p_e,NA
ACGAtex_reverse_num2,acgam_p --> acgam_e,NA
ACGAtex_reverse_num3,acgam_p --> acgam_e,NA
ACGAtex_reverse_num4,acgam_p --> acgam_e,NA
ACSERtex_reverse_num2,acser_p --> acser_e,NA
ACSERtex_reverse_num3,acser_p --> acser_e,NA
ACSERtex_reverse_num4,acser_p --> acser_e,NA
ACKr_reverse_num2,actp_c + adp_c --> ac_c + atp_c,NA
ACKr_reverse_num3,actp_c + adp_c --> ac_c + atp_c,NA
ACtex_reverse_num2,ac_p --> ac_e,NA
ACtex_reverse_num3,ac_p --> ac_e,NA
ACtex_reverse_num4,ac_p --> ac_e,NA
ADEt2rpp_reverse_num2,ade_c + h_c --> ade_p + h_p,NA
ADEtex_reverse_num2,ade_p --> ade_e,NA
ADEtex_reverse_num3,ade_p --> ade_e,NA
ADEtex_reverse_num4,ade_p --> ade_e,NA
ANHGMtex_reverse_num2,anhgm_p --> anhgm_e,NA
ANHGMtex_reverse_num3,anhgm_p --> anhgm_e,NA
ANHGMtex_reverse_num4,anhgm_p --> anhgm_e,NA
ALAALAtex_reverse_num2,alaala_p --> alaala_e,NA
ALAALAtex_reverse_num3,alaala_p --> alaala_e,NA
ALAALAtex_reverse_num4,alaala_p --> alaala_e,NA
ALAR_reverse_num2,ala__D_c --> ala__L_c,NA
ALATA_L_reverse_num2,glu__L_c + pyr_c --> akg_c + ala__L_c,NA
ALAtex_reverse_num2,ala__L_p --> ala__L_e,NA
ALAtex_reverse_num3,ala__L_p --> ala__L_e,NA
ALAtex_reverse_num4,ala__L_p --> ala__L_e,NA
ALCD2x_reverse_num2,acald_c + h_c + nadh_c --> etoh_c + nad_c,NA
ALCD2x_reverse_num3,acald_c + h_c + nadh_c --> etoh_c + nad_c,NA
ALLTNtex_reverse_num2,alltn_p --> alltn_e,NA
ALLTNtex_reverse_num3,alltn_p --> alltn_e,NA
ALLTNtex_reverse_num4,alltn_p --> alltn_e,NA
ALLtex_reverse_num2,all__D_p --> all__D_e,NA
ALLtex_reverse_num3,all__D_p --> all__D_e,NA
ALLtex_reverse_num4,all__D_p --> all__D_e,NA
ARBtex_reverse_num2,arab__L_p --> arab__L_e,NA
ARBtex_reverse_num3,arab__L_p --> arab__L_e,NA
ARBtex_reverse_num4,arab__L_p --> arab__L_e,NA
AMPtex_reverse_num2,amp_p --> amp_e,NA
AMPtex_reverse_num3,amp_p --> amp_e,NA
AMPtex_reverse_num4,amp_p --> amp_e,NA
ASCBtex_reverse_num2,ascb__L_p --> ascb__L_e,NA
ASCBtex_reverse_num3,ascb__L_p --> ascb__L_e,NA
ASCBtex_reverse_num4,ascb__L_p --> ascb__L_e,NA
ARGtex_reverse_num2,arg__L_p --> arg__L_e,NA
ARGtex_reverse_num3,arg__L_p --> arg__L_e,NA
ARGtex_reverse_num4,arg__L_p --> arg__L_e,NA
ASNtex_reverse_num2,asn__L_p --> asn__L_e,NA
ASNtex_reverse_num3,asn__L_p --> asn__L_e,NA
ASNtex_reverse_num4,asn__L_p --> asn__L_e,NA
BTNtex_reverse_num2,btn_p --> btn_e,NA
BTNtex_reverse_num3,btn_p --> btn_e,NA
BTNtex_reverse_num4,btn_p --> btn_e,NA
ASO3tex_reverse_num2,aso3_p --> aso3_e,NA
ASO3tex_reverse_num3,aso3_p --> aso3_e,NA
ASO3tex_reverse_num4,aso3_p --> aso3_e,NA
BUTSO3tex_reverse_num2,butso3_p --> butso3_e,NA
BUTSO3tex_reverse_num3,butso3_p --> butso3_e,NA
BUTSO3tex_reverse_num4,butso3_p --> butso3_e,NA
BUTtex_reverse_num2,but_p --> but_e,NA
BUTtex_reverse_num3,but_p --> but_e,NA
BUTtex_reverse_num4,but_p --> but_e,NA
ASPK_reverse_num2,4pasp_c + adp_c --> asp__L_c + atp_c,NA
ASPK_reverse_num3,4pasp_c + adp_c --> asp__L_c + atp_c,NA
CA2tex_reverse_num2,ca2_p --> ca2_e,NA
CA2tex_reverse_num3,ca2_p --> ca2_e,NA
CA2tex_reverse_num4,ca2_p --> ca2_e,NA
ASPtex_reverse_num2,asp__L_p --> asp__L_e,NA
ASPtex_reverse_num3,asp__L_p --> asp__L_e,NA
ASPtex_reverse_num4,asp__L_p --> asp__L_e,NA
CBMKr_reverse_num2,adp_c + cbp_c + 2.0 h_c --> atp_c + co2_c + nh4_c,NA
CBMKr_reverse_num3,adp_c + cbp_c + 2.0 h_c --> atp_c + co2_c + nh4_c,NA
ATPS4rpp_reverse_num2,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_p + pi_c,NA
BALAtex_reverse_num2,ala_B_p --> ala_B_e,NA
BALAtex_reverse_num3,ala_B_p --> ala_B_e,NA
BALAtex_reverse_num4,ala_B_p --> ala_B_e,NA
CD2tex_reverse_num2,cd2_p --> cd2_e,NA
CD2tex_reverse_num3,cd2_p --> cd2_e,NA
CD2tex_reverse_num4,cd2_p --> cd2_e,NA
CGLYtex_reverse_num2,cgly_p --> cgly_e,NA
CGLYtex_reverse_num3,cgly_p --> cgly_e,NA
CGLYtex_reverse_num4,cgly_p --> cgly_e,NA
CHLtex_reverse_num2,chol_p --> chol_e,NA
CHLtex_reverse_num3,chol_p --> chol_e,NA
CHLtex_reverse_num4,chol_p --> chol_e,NA
CHTBStex_reverse_num2,chtbs_p --> chtbs_e,NA
CHTBStex_reverse_num3,chtbs_p --> chtbs_e,NA
CHTBStex_reverse_num4,chtbs_p --> chtbs_e,NA
CITtex_reverse_num2,cit_p --> cit_e,NA
CITtex_reverse_num3,cit_p --> cit_e,NA
CITtex_reverse_num4,cit_p --> cit_e,NA
CLPNS120pp_reverse_num2,clpn120_p + glyc_p --> 2.0 pg120_p,NA
CLPNS140pp_reverse_num2,clpn140_p + glyc_p --> 2.0 pg140_p,NA
CLPNS141pp_reverse_num2,clpn141_p + glyc_p --> 2.0 pg141_p,NA
CLPNS160pp_reverse_num2,clpn160_p + glyc_p --> 2.0 pg160_p,NA
CLPNS161pp_reverse_num2,clpn161_p + glyc_p --> 2.0 pg161_p,NA
CLPNS180pp_reverse_num2,clpn180_p + glyc_p --> 2.0 pg180_p,NA
CLPNS181pp_reverse_num2,clpn181_p + glyc_p --> 2.0 pg181_p,NA
CLtex_reverse_num2,cl_p --> cl_e,NA
CLtex_reverse_num3,cl_p --> cl_e,NA
CLtex_reverse_num4,cl_p --> cl_e,NA
CRNDtex_reverse_num2,crn__D_p --> crn__D_e,NA
CRNDtex_reverse_num3,crn__D_p --> crn__D_e,NA
CRNDtex_reverse_num4,crn__D_p --> crn__D_e,NA
CMPtex_reverse_num2,cmp_p --> cmp_e,NA
CMPtex_reverse_num3,cmp_p --> cmp_e,NA
CMPtex_reverse_num4,cmp_p --> cmp_e,NA
CMtex_reverse_num2,cm_p --> cm_e,NA
CMtex_reverse_num3,cm_p --> cm_e,NA
CMtex_reverse_num4,cm_p --> cm_e,NA
CO2tex_reverse_num2,co2_p --> co2_e,NA
CO2tex_reverse_num3,co2_p --> co2_e,NA
CO2tex_reverse_num4,co2_p --> co2_e,NA
CRNtex_reverse_num2,crn_p --> crn_e,NA
CRNtex_reverse_num3,crn_p --> crn_e,NA
CRNtex_reverse_num4,crn_p --> crn_e,NA
AGMtex_reverse_num2,agm_p --> agm_e,NA
AGMtex_reverse_num3,agm_p --> agm_e,NA
AGMtex_reverse_num4,agm_p --> agm_e,NA
CSNtex_reverse_num2,csn_p --> csn_e,NA
CSNtex_reverse_num3,csn_p --> csn_e,NA
CSNtex_reverse_num4,csn_p --> csn_e,NA
COBALT2tex_reverse_num2,cobalt2_p --> cobalt2_e,NA
COBALT2tex_reverse_num3,cobalt2_p --> cobalt2_e,NA
COBALT2tex_reverse_num4,cobalt2_p --> cobalt2_e,NA
CYANtex_reverse_num2,cyan_p --> cyan_e,NA
CYANtex_reverse_num3,cyan_p --> cyan_e,NA
CYANtex_reverse_num4,cyan_p --> cyan_e,NA
CYNTtex_reverse_num2,cynt_p --> cynt_e,NA
CYNTtex_reverse_num3,cynt_p --> cynt_e,NA
CYNTtex_reverse_num4,cynt_p --> cynt_e,NA
CU2tex_reverse_num2,cu2_p --> cu2_e,NA
CU2tex_reverse_num3,cu2_p --> cu2_e,NA
CU2tex_reverse_num4,cu2_p --> cu2_e,NA
CUtex_reverse_num2,cu_p --> cu_e,NA
CUtex_reverse_num3,cu_p --> cu_e,NA
CUtex_reverse_num4,cu_p --> cu_e,NA
CYSDtex_reverse_num2,cys__D_p --> cys__D_e,NA
CYSDtex_reverse_num3,cys__D_p --> cys__D_e,NA
CYSDtex_reverse_num4,cys__D_p --> cys__D_e,NA
CYStex_reverse_num2,cys__L_p --> cys__L_e,NA
CYStex_reverse_num3,cys__L_p --> cys__L_e,NA
CYStex_reverse_num4,cys__L_p --> cys__L_e,NA
DCAtex_reverse_num2,dca_p --> dca_e,NA
DCAtex_reverse_num3,dca_p --> dca_e,NA
DCAtex_reverse_num4,dca_p --> dca_e,NA
DCMPtex_reverse_num2,dcmp_p --> dcmp_e,NA
DCMPtex_reverse_num3,dcmp_p --> dcmp_e,NA
DCMPtex_reverse_num4,dcmp_p --> dcmp_e,NA
CYTDtex_reverse_num2,cytd_p --> cytd_e,NA
CYTDtex_reverse_num3,cytd_p --> cytd_e,NA
CYTDtex_reverse_num4,cytd_p --> cytd_e,NA
D_LACt2pp_reverse_num2,h_c + lac__D_c --> h_p + lac__D_p,NA
D_LACtex_reverse_num2,lac__D_p --> lac__D_e,NA
D_LACtex_reverse_num3,lac__D_p --> lac__D_e,NA
D_LACtex_reverse_num4,lac__D_p --> lac__D_e,NA
DDGLCNtex_reverse_num2,2ddglcn_p --> 2ddglcn_e,NA
DDGLCNtex_reverse_num3,2ddglcn_p --> 2ddglcn_e,NA
DDGLCNtex_reverse_num4,2ddglcn_p --> 2ddglcn_e,NA
DGMPtex_reverse_num2,dgmp_p --> dgmp_e,NA
DGMPtex_reverse_num3,dgmp_p --> dgmp_e,NA
DGMPtex_reverse_num4,dgmp_p --> dgmp_e,NA
DGSNtex_reverse_num2,dgsn_p --> dgsn_e,NA
DGSNtex_reverse_num3,dgsn_p --> dgsn_e,NA
DGSNtex_reverse_num4,dgsn_p --> dgsn_e,NA
DHAtex_reverse_num2,dha_p --> dha_e,NA
DHAtex_reverse_num3,dha_p --> dha_e,NA
DHAtex_reverse_num4,dha_p --> dha_e,NA
DALAtex_reverse_num2,ala__D_p --> ala__D_e,NA
DALAtex_reverse_num3,ala__D_p --> ala__D_e,NA
DALAtex_reverse_num4,ala__D_p --> ala__D_e,NA
DAMPtex_reverse_num2,damp_p --> damp_e,NA
DAMPtex_reverse_num3,damp_p --> damp_e,NA
DAMPtex_reverse_num4,damp_p --> damp_e,NA
DAPtex_reverse_num2,15dap_p --> 15dap_e,NA
DAPtex_reverse_num3,15dap_p --> 15dap_e,NA
DAPtex_reverse_num4,15dap_p --> 15dap_e,NA
DHFR_reverse_num2,nadp_c + thf_c --> dhf_c + h_c + nadph_c,NA
DIMPtex_reverse_num2,dimp_p --> dimp_e,NA
DIMPtex_reverse_num3,dimp_p --> dimp_e,NA
DIMPtex_reverse_num4,dimp_p --> dimp_e,NA
DINStex_reverse_num2,din_p --> din_e,NA
DINStex_reverse_num3,din_p --> din_e,NA
DINStex_reverse_num4,din_p --> din_e,NA
E4PD_reverse_num2,4per_c + 2.0 h_c + nadh_c --> e4p_c + h2o_c + nad_c,NA
DMSOtex_reverse_num2,dmso_p --> dmso_e,NA
DMSOtex_reverse_num3,dmso_p --> dmso_e,NA
DMSOtex_reverse_num4,dmso_p --> dmso_e,NA
DMStex_reverse_num2,dms_p --> dms_e,NA
DMStex_reverse_num3,dms_p --> dms_e,NA
DMStex_reverse_num4,dms_p --> dms_e,NA
DOPAtex_reverse_num2,dopa_p --> dopa_e,NA
DOPAtex_reverse_num3,dopa_p --> dopa_e,NA
DOPAtex_reverse_num4,dopa_p --> dopa_e,NA
DOXRBCNtex_reverse_num2,doxrbcn_p --> doxrbcn_e,NA
DOXRBCNtex_reverse_num3,doxrbcn_p --> doxrbcn_e,NA
DOXRBCNtex_reverse_num4,doxrbcn_p --> doxrbcn_e,NA
AKGtex_reverse_num2,akg_p --> akg_e,NA
AKGtex_reverse_num3,akg_p --> akg_e,NA
AKGtex_reverse_num4,akg_p --> akg_e,NA
DSERtex_reverse_num2,ser__D_p --> ser__D_e,NA
DSERtex_reverse_num3,ser__D_p --> ser__D_e,NA
DSERtex_reverse_num4,ser__D_p --> ser__D_e,NA
DTMPtex_reverse_num2,dtmp_p --> dtmp_e,NA
DTMPtex_reverse_num3,dtmp_p --> dtmp_e,NA
DTMPtex_reverse_num4,dtmp_p --> dtmp_e,NA
DUMPtex_reverse_num2,dump_p --> dump_e,NA
DUMPtex_reverse_num3,dump_p --> dump_e,NA
DUMPtex_reverse_num4,dump_p --> dump_e,NA
DURIPP_reverse_num2,2dr1p_c + ura_c --> duri_c + pi_c,NA
ECOAH1_reverse_num2,b2coa_c + h2o_c --> 3hbcoa_c,NA
ALAALAr_reverse_num2,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c,NA
ECOAH2_reverse_num2,h2o_c + hx2coa_c --> 3hhcoa_c,NA
ECOAH3_reverse_num2,h2o_c + oc2coa_c --> 3hocoa_c,NA
ECOAH4_reverse_num2,dc2coa_c + h2o_c --> 3hdcoa_c,NA
ECOAH5_reverse_num2,dd2coa_c + h2o_c --> 3hddcoa_c,NA
ECOAH6_reverse_num2,h2o_c + td2coa_c --> 3htdcoa_c,NA
ECOAH7_reverse_num2,h2o_c + hdd2coa_c --> 3hhdcoa_c,NA
ECOAH8_reverse_num2,h2o_c + od2coa_c --> 3hodcoa_c,NA
ETHAtex_reverse_num2,etha_p --> etha_e,NA
ETHAtex_reverse_num3,etha_p --> etha_e,NA
ETHAtex_reverse_num4,etha_p --> etha_e,NA
ETHSO3tex_reverse_num2,ethso3_p --> ethso3_e,NA
ETHSO3tex_reverse_num3,ethso3_p --> ethso3_e,NA
ETHSO3tex_reverse_num4,ethso3_p --> ethso3_e,NA
ETOHtex_reverse_num2,etoh_p --> etoh_e,NA
ETOHtex_reverse_num3,etoh_p --> etoh_e,NA
ETOHtex_reverse_num4,etoh_p --> etoh_e,NA
F6PA_reverse_num2,dha_c + g3p_c --> f6p_c,NA
F6Ptex_reverse_num2,f6p_p --> f6p_e,NA
F6Ptex_reverse_num3,f6p_p --> f6p_e,NA
F6Ptex_reverse_num4,f6p_p --> f6p_e,NA
FCLPA_reverse_num2,dhap_c + lald__L_c --> fc1p_c,NA
FORtex_reverse_num2,for_p --> for_e,NA
FORtex_reverse_num3,for_p --> for_e,NA
FORtex_reverse_num4,for_p --> for_e,NA
FALDtex_reverse_num2,fald_p --> fald_e,NA
FALDtex_reverse_num3,fald_p --> fald_e,NA
FALDtex_reverse_num4,fald_p --> fald_e,NA
FBA_reverse_num2,dhap_c + g3p_c --> fdp_c,NA
FBA_reverse_num3,dhap_c + g3p_c --> fdp_c,NA
FRULYStex_reverse_num2,frulys_p --> frulys_e,NA
FRULYStex_reverse_num3,frulys_p --> frulys_e,NA
FRULYStex_reverse_num4,frulys_p --> frulys_e,NA
FRUURtex_reverse_num2,fruur_p --> fruur_e,NA
FRUURtex_reverse_num3,fruur_p --> fruur_e,NA
FRUURtex_reverse_num4,fruur_p --> fruur_e,NA
FRUtex_reverse_num2,fru_p --> fru_e,NA
FRUtex_reverse_num3,fru_p --> fru_e,NA
FRUtex_reverse_num4,fru_p --> fru_e,NA
FUCtex_reverse_num2,fuc__L_p --> fuc__L_e,NA
FUCtex_reverse_num3,fuc__L_p --> fuc__L_e,NA
FUCtex_reverse_num4,fuc__L_p --> fuc__L_e,NA
FUM_reverse_num2,mal__L_c --> fum_c + h2o_c,NA
FUMtex_reverse_num2,fum_p --> fum_e,NA
FUMtex_reverse_num3,fum_p --> fum_e,NA
FUMtex_reverse_num4,fum_p --> fum_e,NA
FUSAtex_reverse_num2,fusa_p --> fusa_e,NA
FUSAtex_reverse_num3,fusa_p --> fusa_e,NA
FUSAtex_reverse_num4,fusa_p --> fusa_e,NA
G6Ptex_reverse_num2,g6p_p --> g6p_e,NA
G6Ptex_reverse_num3,g6p_p --> g6p_e,NA
G6Ptex_reverse_num4,g6p_p --> g6p_e,NA
GAL1Ptex_reverse_num2,gal1p_p --> gal1p_e,NA
GAL1Ptex_reverse_num3,gal1p_p --> gal1p_e,NA
GAL1Ptex_reverse_num4,gal1p_p --> gal1p_e,NA
G1Ptex_reverse_num2,g1p_p --> g1p_e,NA
G1Ptex_reverse_num3,g1p_p --> g1p_e,NA
G1Ptex_reverse_num4,g1p_p --> g1p_e,NA
GALBDtex_reverse_num2,gal_bD_p --> gal_bD_e,NA
GALBDtex_reverse_num3,gal_bD_p --> gal_bD_e,NA
GALBDtex_reverse_num4,gal_bD_p --> gal_bD_e,NA
GALCTNLtex_reverse_num2,galctn__L_p --> galctn__L_e,NA
GALCTNLtex_reverse_num3,galctn__L_p --> galctn__L_e,NA
GALCTNLtex_reverse_num4,galctn__L_p --> galctn__L_e,NA
GALCTNtex_reverse_num2,galctn__D_p --> galctn__D_e,NA
GALCTNtex_reverse_num3,galctn__D_p --> galctn__D_e,NA
GALCTNtex_reverse_num4,galctn__D_p --> galctn__D_e,NA
GALCTt2rpp_reverse_num2,galct__D_c + h_c --> galct__D_p + h_p,NA
GALCTtex_reverse_num2,galct__D_p --> galct__D_e,NA
GALCTtex_reverse_num3,galct__D_p --> galct__D_e,NA
GALCTtex_reverse_num4,galct__D_p --> galct__D_e,NA
