,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b4226,931.8534202,771.8583124,577.6854526,173.9483537,13334.01748,13243.98755,15175.98712,14811.75443,14766.64253,12856.7368,12588.12246,14264.5823,12295.64533,12074.04259,13881.10501,13915.84231,12305.24833,12120.39086,12172.92626,13572.93154,13725.41412,13120.54999,13669.27545,12788.63373,13215.08321,12761.92915,13690.20239,4174.43125,3994.08125,2166.978947,2138.860577,3201.040724,2438.252174,2251.1875,2680.468,3006.350394,3116.651163,3061.553435,2867.753788,3111.507576,2201.29368,3991.641577,3445.781362,2939.964789,3572.600683,3110.956081,3464.315436,3621.443333,2779.440678,3330.67624,3114.106383,3348.573427,2747.123853,9701.74,10082.45,9916.23,9003.11,9032.8
b4227,2436.228937,8240.283888,943.9652907,261.2447828,4570.826615,7257.185425,8095.91193,5746.152253,6134.808742,10738.964,,11442.34023,6281.172851,,10137.35548,483.9851497,,1805.047981,,4961.123538,,,,,,,,919.69375,783.6,1027.015789,655.2692308,1358.841629,230.1478261,405.0625,171.5,321.3582677,280.8178295,195.2328244,127.1363636,258.9962121,170.0966543,41.09318996,65.07526882,34.91197183,28.51535836,67.17567568,37.66778523,5.546666667,9.31920904,73.5691906,16.42080378,88.54545455,4.405963303,4220.96,2474.27,805.11,178.5,56.17
b4232,1201.66182,601.8043172,1116.120257,402.0225976,787.3125957,727.5659865,699.2575775,807.1659647,721.9718232,783.0878315,831.4272781,946.0216399,701.6333203,756.3463375,889.1090818,782.9903316,747.4683412,866.3705326,842.1245754,953.9136084,821.5462407,1010.183598,947.0810198,979.2938971,955.7974965,1144.738835,1219.782504,454.08125,331.7875,319.9736842,386.1153846,438.0723982,808.2391304,380.825,971.648,655.003937,705.9031008,426.7519084,411.094697,459.7878788,364.0669145,507.1290323,479.6810036,332.3556338,399.9283276,303.5777027,406.9765101,407.9166667,577.519774,575.3368146,558.9976359,754.1235431,900.0802752,617.16,749.21,792.86,706.81,705.41
b4233,353.4278891,466.4353583,246.3154774,154.5507758,207.9154474,199.1227205,177.3395013,227.8146033,177.4826895,194.899438,210.5756354,243.2243475,218.7152464,228.1660371,212.6197677,217.6104826,236.186218,236.6566978,241.9316189,215.3141516,240.9310361,218.4829327,225.0477095,232.7564882,242.6224293,244.836055,276.5152909,68.4,88.525,87.1,95.98557692,87.18099548,92.41304348,77.58333333,108.336,87.05905512,99.32170543,94.93129771,107.4962121,94.06818182,94.75092937,93.81003584,119.7634409,124.3943662,65.4778157,83.72635135,109.0469799,113.7633333,93.34180791,133.1305483,121.678487,164.3939394,122.9449541,172.89,196.38,216.49,209.74,240.36
b4234,397.7224954,727.8741788,189.8848958,105.8000176,211.9565522,220.9138136,,324.9355287,256.4658149,217.2500274,213.627697,,172.5565144,327.7072911,213.7393533,233.3935456,150.5678913,201.9590057,155.418446,161.6203457,,174.2622607,,181.7412333,,147.9847589,,130.325,137.05625,60.73684211,52.0625,59.19004525,68.15652174,48.52916667,44.48,62.40944882,46.02325581,70.33587786,56.875,63.29545455,48.00743494,70.5734767,56.10035842,58.56690141,105.2389078,45.91216216,74.13087248,65.21333333,80.44067797,73.22976501,82.69030733,101.3403263,119.412844,987.74,665.6,681.75,589.41,600.45
b4235,767.9650186,1236.077688,716.7112837,405.04723,476.3384245,488.0559739,484.4326993,530.5520783,486.5008618,488.859803,468.849674,443.5455729,442.0279519,438.7412836,431.6251801,473.6207582,460.0333419,437.9788988,447.5550996,422.6024255,459.2702193,413.6898708,426.0380427,397.3740083,421.5307643,428.0522463,420.1070354,199.69375,218.6625,284.4052632,267.0528846,297.8325792,381.6086957,297.1125,362.264,343.3031496,327.0465116,335.110687,405.9621212,356.4924242,291.2453532,403.0860215,386.09319,456.0704225,388.1331058,353.3141892,379.9496644,262.6566667,274.3559322,405.154047,317.3829787,417.032634,263.3922018,846.53,786.62,733.22,739.07,745.32
b4238,45.82557286,43.58325305,37.96028738,23.19263037,,,,,,,,,,,,,,,,,,,,,,,,2.0375,4.4125,21.80526316,23.25480769,12.25791855,13.7,26.41666667,10.488,14.57480315,8.360465116,10.37022901,18.03409091,12.9280303,23.75464684,13.97491039,9.243727599,10.6056338,3.170648464,6.489864865,12.61409396,1.063333333,0.581920904,7.691906005,1.971631206,12.22377622,1.818807339,,,,,
b4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9125,3.93125,7.047368421,5.418269231,8.832579186,2.113043478,3.820833333,3.464,3.535433071,2.833333333,3.984732824,3.068181818,4.670454545,1.907063197,4.605734767,3.921146953,1.355633803,1.372013652,4.692567568,4.285234899,7.316666667,9.717514124,13.2767624,128.4846336,112.8275058,84.37614679,,,,,
b4240,13.41393407,4.929350651,55.77991358,5.889741655,,,,,,,,,,,,,,,,,,,,,,,,4.50625,9.40625,46.30526316,38.33653846,17.15837104,6.256521739,17.8125,9.42,9.023622047,9.69379845,7.351145038,8.337121212,8.15530303,10.47583643,5.422939068,4.609318996,5.176056338,2.488054608,7.287162162,7.882550336,1.1,1.519774011,13.95822454,42.53664303,68.24009324,31.5940367,,,,,
b4241,16.86786559,23.83587807,14.79935738,7.912800066,,,,,,,,,,,,,,,,,,,,,,,,3.05625,3.08125,3.952631579,2.961538462,3.864253394,1.626086957,3.1875,2.596,2.295275591,3.317829457,2.251908397,1.954545455,2.912878788,2.665427509,1.677419355,3.279569892,1.669014085,2.709897611,2.824324324,3.416107383,5.496666667,5.771186441,0.82767624,1.971631206,0.296037296,2.642201835,,,,,
b4242,197.2685768,314.2008147,179.532435,75.74162695,,,,,,,,,,,,,,6.764395972,,,,,,,,,,22.475,20.3125,71.20526316,39.23557692,36.61085973,7.365217391,21.46666667,43.52,38.64566929,31.63953488,35.93129771,29.48106061,18.73106061,16.03717472,27.48387097,24.32258065,23.00704225,13.90443686,22.35810811,14.90939597,20.20333333,5.946327684,15.5535248,37.61938534,36.05827506,24.28899083,,,,,
b4243,11380.79553,8175.660935,8097.949976,2713.470406,7009.424958,7184.904025,9826.382687,8323.404407,11750.23729,8118.609348,8431.599268,12711.73665,8723.93707,8155.320673,11800.47358,13717.24925,8090.364646,7268.966635,7368.751074,12156.39618,13533.2508,11396.36109,12461.99593,11943.59779,10873.82525,9462.585345,8427.271813,6215.75625,6106.14375,2694.3,2618.567308,3138.095023,4232.769565,3479.5375,3210.344,4374.259843,4238.186047,3029.40458,3405.753788,3222.231061,4193.669145,5797.817204,3994.387097,3261.742958,4566.78157,2807.141892,3873.265101,2309.33,594.8163842,4336.610966,1801.723404,4245.944056,2106.036697,4061.85,5091.56,5373.94,5005.66,4569.76
b4244,9428.809049,7546.919314,8008.739497,3912.246966,11140.46663,11214.05995,11349.16466,8674.169448,17232.5941,15032.84748,16121.4185,20465.60971,17147.87736,18471.37901,18479.97267,25100.94116,20132.11263,19577.96641,19868.19558,21148.45844,26510.47231,20877.82426,25231.19314,22001.43221,21057.11399,16814.71563,20019.90963,6457.70625,6361.15,3535.168421,3965.278846,8899.230769,5306.53913,5708.029167,4802.956,8727.523622,9245.724806,6885.278626,7824.257576,5783.492424,7911.513011,8722.308244,5972.939068,6716.764085,7193.368601,6106.918919,4606.734899,7075.543333,197.0564972,637.45953,82.52955083,708.6060606,65.78440367,9315.33,16441.4,11770.72,15890.95,11294.77
b4245,12442.38587,8497.618984,8316.775397,3667.218798,10866.63469,10465.54698,11045.11604,8110.208034,15661.82791,13872.60886,16216.08415,19506.74635,17265.03415,18505.94323,18299.56936,24689.34558,19572.37207,19458.18834,19751.45374,20826.61606,26491.43281,20760.34032,24862.30661,21495.59083,20964.826,16919.92743,19636.28572,2615.34375,2797.425,3792.473684,3582.471154,4586.570136,3276.526087,5045.583333,2643.756,5255.933071,4912.581395,3643.423664,4459.329545,3339.734848,7511.223048,3164.770609,3682.329749,3129.588028,3562.276451,3635.324324,2496.855705,3517.176667,207.3785311,234.2898172,96.84869976,211.5547786,55.91284404,7242.73,11255.78,10281.41,12805.58,10016.41
b4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15625,1.04375,1.626315789,0.052884615,1.352941176,4.3,4.075,0.724,0.88976378,1.810077519,1.465648855,0.799242424,,1.260223048,1.107526882,,5.443661972,0.846416382,,9.604026846,,,,,1.214452214,,,,,,
b4251,102.740857,201.6865451,101.9543317,65.82106472,,,,,,,,,,,,,,,,,,,,,,,,8.2875,7.74375,15.41578947,16.0625,6.416289593,26.26956522,25.2125,19.804,18.7480315,15.67054264,18.84351145,19.23863636,14.51515152,20.56133829,15.41577061,20.72759857,43.68661972,9.402730375,12.76013514,14.10067114,35.35666667,36.48587571,41.91644909,32.06855792,166.3846154,30.53669725,,,,,
b4252,6533.396807,7780.615182,7274.016973,2854.4972,19334.19543,15194.28293,20585.68729,13901.27249,12787.85496,17836.27705,15784.42119,17855.63196,13262.84933,12850.01838,10990.74091,10017.92981,17608.56603,22438.37472,12406.28342,9553.184997,10123.35086,15986.89781,11096.28845,15941.02874,9202.377259,8988.097615,5960.7247,4822.5625,5000.28125,5453,7090.509615,5123.502262,7535.643478,6416.633333,4773.216,5587.413386,5562.879845,5122.629771,6388.060606,6375.712121,6167.137546,6217.562724,6818.55914,5582.549296,7602.901024,5769.5,5635.92953,333.99,190.6412429,4335.963446,177.4326241,2950.086247,134.3715596,278.96,266.24,364.77,389.62,
b4254,427.9298746,166.0062036,576.2395916,416.591743,1616.369594,1608.717075,867.5734466,463.5329032,520.1997156,2040.743644,2153.515888,535.6710176,2311.550022,2427.829327,761.0184957,596.782558,2590.661389,2924.411085,2778.37121,874.7539628,828.237537,1131.197576,884.2768704,1144.684932,1012.623415,660.8573225,685.9704759,29.5625,22.625,318.5157895,213.2355769,125.7104072,146.1130435,147.4708333,112.448,162.8740157,142.8062016,130.2061069,156.4886364,137.0871212,175.4349442,201.7634409,190.5089606,283.3380282,161.2730375,156.4425676,124.9026846,200.39,117.9039548,35.89295039,9.257683215,16.52680653,6.747706422,672.27,864.73,1169.07,1701.28,1423.23
b4255,3149.047737,3019.477824,1897.99653,1266.725605,707.4667446,731.0926494,675.4976075,,,649.1872186,674.9179476,,605.3753428,597.2016511,566.8040453,,584.3046672,519.4028009,609.2887123,587.7055301,,518.8039242,,503.7193715,,447.3594292,461.3604908,1655.13125,1554.825,747.7315789,772.2451923,565.0090498,881.4826087,794.0708333,642.192,730.6220472,563.9767442,749.0152672,612.4166667,567.9469697,911.9925651,1095.551971,797.6630824,682.8028169,1219.959044,690.7668919,638.0536913,731.6433333,575.8135593,637.156658,347.1229314,444.1328671,391.8692661,6552.55,5754.41,4860.08,4741.33,4486.98
b4256,74.82639268,117.8809968,50.04988902,57.68710923,,,,,,,,,,,,,,,,,,,,,,,,83.40625,38.2,29.87368421,37.16346154,45.76923077,29.44347826,35.81666667,38.516,28.29527559,30.12015504,42.6259542,33.39015152,39.8219697,24.57992565,61.88888889,50.01433692,45.16901408,56.02730375,40.0472973,99.5,39.18666667,38.33333333,21.63185379,16.39952719,19.08391608,16.91513761,143.27,171.63,,135.94,134.81
b4258,1149.471504,2062.547167,935.8257706,642.0241506,786.422895,795.7444913,694.1664316,767.0751033,768.4285347,805.1919479,852.3351024,839.7483484,917.101881,924.616448,838.6882668,906.4528528,969.5276576,1075.421714,1048.046645,959.3611126,950.5253404,982.2532132,1009.523529,1040.382305,1039.41811,1070.301324,1175.947527,317.63125,313.625,341.9105263,360.3125,342.0361991,359.9434783,404.0583333,417.448,403.5314961,407.8527132,396.8282443,421.9015152,450.1515152,482.6914498,344.8100358,497.2508961,605.4401408,386.4709898,475.1858108,641.2147651,533.0133333,571.4717514,558.0417755,562.7895981,724.2913753,656.7729358,653.67,720.06,770.8,809.45,887.82
b4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28125,0.1625,1.805263158,0.793269231,1.515837104,0.960869565,0.291666667,0.408,0.196850394,0.550387597,0.72519084,0.363636364,0.333333333,0.602230483,0.788530466,1.813620072,1.573943662,0.105802048,0.091216216,0.691275168,14.14333333,11.76271186,0.328981723,17.23404255,3.226107226,15.94724771,,,,,
b4260,1217.128939,1899.18271,887.6847542,427.4925048,609.1194683,589.0232706,600.4647596,511.4133392,601.4368525,616.2959052,547.7690802,602.6831728,611.0803064,574.9163783,602.586061,584.3523898,584.7692537,507.873461,523.0426749,532.7056537,505.8031378,477.7449562,459.152207,454.9981866,477.8987291,424.0769367,436.1453757,444.25625,456.7375,652.1473684,638.7163462,417.2307692,308.7130435,611.9291667,476.316,391.8858268,340.0697674,448.5534351,443.530303,390.6969697,614.3494424,329.297491,409.8960573,378.7007042,330.4300341,412.8277027,392,213.9433333,266.5536723,261.9164491,197.9196217,390.3729604,238.5229358,831.38,929.09,908.05,837.94,677.62
b4261,299.842874,539.2164125,236.9353571,136.4281276,,,,,,,,,,,15.28000707,,,,,,,,,,,,,14.16875,35.81875,59.77894737,54.29326923,39.71945701,28.32173913,48.0375,28.036,30.64173228,27.87209302,37.14503817,30.03787879,28.23863636,46.32713755,25.89247312,34.73476703,25.73591549,25.05119454,35.75675676,30.57718121,13.01333333,22.4519774,27.64229765,14.22695035,30.13286713,29.35779817,36.51,39.61,40.03,20.6,22.17
b4262,152.578811,260.5964819,90.01982926,50.46787676,,,,,90.32397978,,,89.14964807,,,266.2501036,64.11157902,57.10930802,54.09718971,,89.51961271,75.49358155,98.80346939,,,,76.12323013,72.96695633,23.35,21.93125,48.17368421,41.53365385,44.08144796,18.53478261,41.4375,37.644,25.13779528,38.34883721,29.26335878,26.37878788,45.81818182,40.31598513,16.07885305,46.40860215,31.25352113,18.72013652,46.46283784,29.63758389,18.69666667,38.51129944,28.97911227,21.1536643,36.75291375,36.58715596,135.69,107.27,92.72,60.42,82.19
b4263,365.9823869,1017.521423,220.1918739,92.39761161,,75.73843637,141.8004778,64.98446369,,55.21021501,63.59620062,,27.37339205,60.60760117,,,,54.36302342,58.66149753,79.73908158,,,,44.33004493,,76.37296858,,120.81875,151.26875,136.0842105,92.40384615,125.3438914,67.13478261,78.58333333,67.596,85.90551181,82.1124031,71.71374046,85.85606061,83.47348485,66.24907063,64.47311828,57.93189964,61.1443662,94.05802048,45.80067568,77.95637584,10.06666667,11.02542373,45.04177546,4.063829787,27.52447552,3.915137615,637.83,405.41,276.95,208.71,166.74
b4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1625,269.1875,189.6210526,235.6153846,130.2624434,170.0130435,237.9166667,177.664,196.8976378,156.5465116,5720.580153,145.8939394,,181.4200743,188.0860215,,211.5035211,174.6416382,,177.8422819,,,,,244.3240093,,42.71,36.31,15.52,21.97,
b4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33125,42.3875,75.02631579,66.28365385,46.14932127,55.89130435,62.69166667,68.428,56.51181102,39.48449612,3055.538168,70.21969697,,56.85130112,86.33333333,,96.34507042,69.38225256,,76.82885906,,,,,88.96270396,,,,,,
b4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,6.30625,3.610526316,8.158653846,2.36199095,2.452173913,18.43333333,7.284,6.413385827,4.496124031,658.0763359,4.526515152,,3.044609665,4.724014337,,5.197183099,5.750853242,,13.12751678,,,,,5.326340326,,,,,,
b4269,460.6312898,1158.052831,199.1839629,109.5489548,,73.13828526,72.06033423,74.33540261,75.16730444,53.27573655,62.48346269,,,52.51472036,32.51600988,,39.97240976,34.54090119,,33.07442712,,,,21.04758116,,18.27804942,,1.95,0.13125,0.526315789,1.735576923,0.009049774,0.873913043,1.304166667,0.692,0.346456693,0.093023256,1.339694656,0.450757576,0.390151515,0.951672862,0.637992832,0.035842294,0.35915493,3.320819113,0.037162162,0.020134228,2.51,2.254237288,0.005221932,1.009456265,0.004662005,1.997706422,266.57,173.28,127.85,117.06,130.38
b4278,,,,,35.69013419,33.53362057,,34.17705075,,40.55840747,44.66532424,38.62984307,54.01924441,75.11687871,44.82697022,,47.737456,,42.50585099,,50.17352287,49.82024834,56.79105369,,,61.23964749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4280,71.68483488,80.83241535,59.93453442,19.32482278,,,,,,,,,,,,,,,,,,,,,,,,0.08125,0.05625,13.08421053,8.480769231,5.904977376,8.252173913,2.504166667,10.048,10.84251969,8.937984496,8.652671756,6.924242424,,9.182156134,4.068100358,,3.36971831,4.945392491,,2.647651007,0.196666667,0.963276836,,4.141843972,35.8951049,7.332568807,162.56,,,,
b4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3375,1.15625,1.252631579,2.197115385,0.628959276,0.756521739,0.516666667,1.912,2.503937008,1.782945736,2.904580153,2.310606061,,1.981412639,1.161290323,,4.85915493,3.43003413,,12.22483221,0.526666667,0.570621469,,7.160756501,55.15850816,10.16972477,,,,,
b4290,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,5.35,4.068421053,4.173076923,1.21719457,1.786956522,2.6375,2.796,1.980314961,1.399224806,4.290076336,1.041666667,,1.903345725,2.362007168,,3.845070423,3.344709898,,5.093959732,6.483333333,6.675141243,,107.2955083,126.0652681,200.7133028,,,,,
b4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00625,6.0625,0.547368421,0.524038462,1.461538462,1.786956522,0.866666667,1.604,0.755905512,1.445736434,0.664122137,0.734848485,1.715909091,0.457249071,4.23297491,2.268817204,0.549295775,5.088737201,0.405405405,4.815436242,7.653333333,13.91525424,0.232375979,142.1583924,0.822843823,330.4059633,,,,,
b4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,0.13125,0.536842105,0.615384615,0.592760181,0.534782609,2.295833333,1.328,3.106299213,0.534883721,1.320610687,1.125,,1,3.322580645,,1.052816901,4.641638225,,28.72818792,,,,,0.130536131,,,,,,
b4295,176.0211552,385.9037246,155.4855354,66.532131,,,,,,,63.74625997,,56.36171561,,63.70178354,,,53.24790581,,,,57.28751441,,,,48.44015589,,4.89375,4.09375,8.205263158,8.1875,5.131221719,1.473913043,7.6625,2.968,3.716535433,4.891472868,5.404580153,3.742424242,6.026515152,8.587360595,1.698924731,5.430107527,2.60915493,3.017064846,7.442567568,1.013422819,2.096666667,3.983050847,5.634464752,2.052009456,3.391608392,3.568807339,146.03,142.47,170.74,62.48,91.06
b4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,0.68125,6.763157895,6.673076923,1.108597285,6.904347826,17.34166667,6.6,0.330708661,6.600775194,4.442748092,4.840909091,,6.87732342,0.978494624,,9.246478873,0.201365188,,0.17114094,,,,,3.624708625,,,,,,
b4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16875,10.76875,55.83157895,1.423076923,7.452488688,4.626086957,37.90416667,4.4,12.33070866,10.79457364,8.442748092,4.757575758,,1.565055762,5.899641577,,3.098591549,2.815699659,,5.510067114,,,,,8.895104895,,78.52,,,,
b4303,185.180419,900.2595727,41.20930248,28.7877826,,,,,,,,,,,,,,,,,,,,,,,,7.55625,2.70625,17.19473684,0.072115385,0.49321267,0.052173913,0.1,0.2,0.031496063,0.465116279,2.553435115,0.03030303,0.90530303,0.014869888,1.379928315,0.379928315,0.362676056,0.003412969,0.408783784,0.432885906,,,0.101827676,,0.191142191,,617.16,693.1,77.61,201.85,818.34
b4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.025,6.03125,87.47894737,8.822115385,1.606334842,2.230434783,3.604166667,1.456,2.696850394,1.034883721,4.736641221,1.984848485,0.996212121,0.713754647,0.358422939,1.010752688,1.714788732,0.638225256,1.814189189,3.177852349,,,1.472584856,,1.289044289,,679.85,1145.27,493.44,,
b4310,57.15470223,148.0921937,30.50402734,18.60051772,,,,,,,,,,,,,,,,,,,,,,,,37.98125,12.76875,14.99473684,12.07692308,7.819004525,5.560869565,9.454166667,3.356,1.287401575,1.445736434,0.954198473,2.924242424,,5.405204461,2.956989247,,2.309859155,5.648464164,,2.167785235,3.263333333,6.155367232,,32.61938534,9.20979021,22.00688073,,,,,
b4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.946666667,4.203389831,,17.21040189,,5.259174312,,,,,
b4316,0.755022366,1.117794381,1.993113862,7.794401455,,,,,,,,,,,,,,,,,,,,,,,,0.00625,0.25625,0.310526316,0.125,0.004524887,0.643478261,0.004166667,0.004,0.165354331,0.399224806,0.106870229,0.003787879,0.314393939,0.100371747,1.146953405,0.003584229,0.176056338,2.027303754,0.003378378,0.003355705,,,0.002610966,,1.955710956,,,,,,
b4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28125,30.16875,10.03684211,1.884615385,2.615384615,0.673913043,14.4125,0.292,0.917322835,5.941860465,5.690839695,10.81060606,,2.959107807,8.870967742,,5.841549296,2.877133106,,2.513422819,,,,,5.055944056,,,,,,
b4322,360.8048146,320.1883514,325.9182317,72.02957495,381.056031,353.3799509,720.0647721,456.480605,598.0518589,418.23661,401.5011968,378.5031875,256.5811597,280.6731345,344.6787042,379.9877284,186.6605009,112.4684942,115.6973931,387.3853973,,289.0290833,268.2367292,228.103215,206.1960982,167.7689143,,140.45625,99.09375,272.8631579,278.2932692,188.8461538,151.073913,200.2583333,132.848,199.8307087,147.7829457,170.9045802,187.0340909,219.8371212,155.0334572,88.79569892,102.5591398,139.0140845,107.996587,121.4898649,98.54697987,92.18666667,110.5480226,224.2010444,231.7659574,443.3100233,202.1697248,843.09,582.54,395.82,265.7,169.7
b4323,157.9519056,124.4217769,198.3889279,39.28962338,,,37.31390336,,,,,,,,,,,,,,,,,,,,,2.0125,1.71875,19.68947368,26.48076923,20.41176471,13.49565217,20.3125,11.548,18.92125984,18.35271318,15.67175573,15.24242424,33.54924242,12.2267658,4.028673835,5.810035842,6.86971831,3.064846416,9.158783784,8.382550336,7.536666667,9.918079096,21.11227154,35.8179669,42.48484848,22.66284404,117.78,99.01,53.1,42.57,25.43
b4324,33.67397551,75.29220148,40.66952326,19.56429414,,,,,,,,,,,,,,,,,,,,,,,,5.46875,5.0875,4.478947368,3.25,6.058823529,3.82173913,4.745833333,4.172,4.011811024,8.515503876,3.488549618,3.693181818,4.829545455,3.308550186,5.125448029,4.455197133,2.764084507,8.078498294,9.557432432,10.66442953,1.616666667,1.672316384,2.971279373,1.156028369,2.678321678,1.27293578,,,,,
b4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1375,81.775,24.38947368,28.76442308,27.37104072,50.59565217,38.60833333,40.824,49.1023622,56.50775194,52.04961832,45.15530303,40.65909091,41.23420074,84.66666667,68.08243728,78.55985915,71.34812287,48.89189189,69.11744966,63.24333333,114.4265537,111,93.87943262,119.1095571,133.9770642,,,,,
b4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,2.368421053,0,0.085972851,0.186956522,0.054166667,0,0,0.081395349,0,0.189393939,,0.092936803,0.483870968,,0.545774648,0,,1.087248322,,,,,0.046620047,,,,,,
b4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.215789474,0.014423077,0.108597285,0.104347826,0.016666667,0.008,0.003937008,0.062015504,0.003816794,0.003787879,0.003787879,0.014869888,0.017921147,0.003584229,0.042253521,0.003412969,0.172297297,0.003355705,,,0.057441253,,0.002331002,,,,,,
